Id,Reaction,External ids,template,Initial,SLSQP,COBYLA,LN_COBYLA,LN_BOBYQA,LN_NEWUOA,LN_PRAXIS,LN_SBPLX,LN_NELDERMEAD,GN_CRS2_LM,deep,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
RSS,,,60.84738589149465,398.30439338799505,60.50972472122151,60.523867240908174,60.537539651318944,65.20150904469286,129.54428222357188,60.722705995372806,63.380579014367356,60.46141524196268,60.460337076533065,60.46036320152757
Thres,,,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667,84.82064549765667
p_value,,,0.6230257093519723,2.1979933797539253e-49,0.6347346591692138,0.6342457952931594,0.6337730471832412,0.4696485063043406,3.4747872895086836e-06,0.6273579391841182,0.5337081020953535,0.6364034931774903,0.6364407188439803,0.6364398168399249
Id,Reaction,External ids,template,Initial,SLSQP,COBYLA,LN_COBYLA,LN_BOBYQA,LN_NEWUOA,LN_PRAXIS,LN_SBPLX,LN_NELDERMEAD,GN_CRS2_LM,deep,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
v1,AcCoA+OAC-->Cit,(kegg:R00351),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,fixed,100.0,1.0,0.001,500.0,AB+CDEF-->FEDBAC,no
v2,Cit-->AKG+CO2ex,(kegg:R00709),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,free,100.0,1.0,0.001,500.0,ABCDEF-->ABCDE+F,no
v3,AKG-->Glu,(kegg:R00243),50.0,40.02080297710508,49.87803979761356,49.88294815298521,49.87706628222684,50.16532575669883,51.5560602359346,49.930594814967,50.587280023834296,49.82713265071967,49.85360091751623,49.85372368571229,free,50.0,1.0,0.001,500.0,ABCDE-->ABCDE,no
v4,AKG-->Suc+CO2ex,(kegg:R01197),50.0,59.97919702289492,50.12196020238644,50.11705184701479,50.12293371777316,49.83467424330117,48.4439397640654,50.069405185033,49.412719976165704,50.17286734928033,50.14639908248377,50.14627631428771,free,50.0,1.0,0.001,500.0,ABCDE-->BCDE+A,no
v5,Suc-->Fum,(kegg:R02164),50.0,46.80162627793786,50.12195988992481,50.11705184476759,50.12075410755688,49.83466742524337,48.44393929328985,50.06691812486036,49.412719964887515,50.14596970849961,50.1463984072443,50.146276170052175,free,50.0,1.0,0.001,500.0,ABCD-->ABCD,no
v6,Fum-->OAC,(kegg:R01082),463.0358635439982,430.99006816384247,444.36527463845056,433.9853824130845,428.16009959687244,458.0513414252705,433.13422159826223,354.6398812282107,294.4391517994507,499.9999999990829,499.999999995723,499.95453345699514,free,125.0,1.0,0.001,500.0,ABCD-->ABCD,no
v7,OAC-->Fum,(kegg:R01082),413.0358635439982,384.1884418859046,394.24331474852573,383.8683305683169,378.03934548931556,408.2166740000271,384.69028230497236,304.57296310335033,245.0264318345632,449.8540302905833,449.8536015884787,449.80825728694305,free,75.0,1.0,0.001,500.0,ABCD-->ABCD,no
v8,Asp-->OAC,(kegg:R00355),50.0,53.19837372206214,49.87804011007519,49.88294815523241,49.87924589244312,50.16533257475663,51.55606070671015,49.93308187513964,50.587280035112485,49.85403029150039,49.8536015927557,49.853723829947825,free,0.1,1.0,0.001,500.0,ABCD-->ABCD,no
v9,Suc-->Sucex,noid,0.0,13.177570744957066,3.124616299032823e-07,2.2472050886790385e-09,0.0021796102162809916,6.818057805446642e-06,4.70775546546065e-07,0.002487060172640554,1.1278189049335197e-08,0.02689764078072443,6.752394696718511e-07,1.4423553551523582e-07,fitting,0.0,1.0,0.0,30.0,nd,no
e1,Glu-->Gluex,noid,50.0,40.02080297710508,49.87803979761356,49.88294815298521,49.87706628222684,50.16532575669883,51.5560602359346,49.930594814967,50.587280023834296,49.82713265071967,49.85360091751623,49.85372368571229,free,50.0,1.0,0.001,500.0,nd,no
v10,OAC-->OACx,noid,91.98205544939671,83.25359677702681,92.46692755876941,92.47263164413627,92.39281591612198,95.0054193321702,85.31018117052388,92.50380693169546,92.95412041049545,92.4311632879373,92.4524013355566,92.45248594644711,pseudo,1.0,1.0,0.001,500.0,ABCD-->ABCD,no
v11,OACs-->OACx,noid,8.017944550603287,16.74640322297319,7.53307244123058,7.52736835586373,7.607184083878023,4.994580667829795,14.68981882947613,7.496193068304537,7.045879589504551,7.568836712062699,7.547598664443402,7.5475140535528835,free,0.0,1.0,0.01,100.0,ABCD-->ABCD,no
v12,OACx-->OACe,noid,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,fixed,100.0,5.0,0.001,100.0,nd,no
v13,OAC+OAC-->Fumx,noid,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,pseudo,1.0,1.0,0.001,500.0,ABCD+EFGH-->EFAB,no
v14,OA-->Fume,noid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fixed,1.0,1.0,0.001,100.0,nd,no
v15,OAC+Fum+Suc-->Tx,noid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pseudo,1.0,1.0,0.001,500.0,ABCD+EFGH+IJKL-->CDHL,no
v16,Tx-->Te,noid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fixed,1.0,1.0,0.001,100.0,nd,no
v17,Fumx-->{2}OA,noid,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,free,0.0,1.0,0.01,100.0,ABCD-->AB+CD,no
FUM,v6<=>v7,(kegg:R01082),50.0,46.80162627793786,50.12195988992481,50.11705184476759,50.12075410755688,49.83466742524337,48.44393929328985,50.06691812486036,49.412719964887515,50.14596970849961,50.1463984072443,50.146276170052175,free,0.1,1.0,0.001,100.0,,
Input,v9+e1<=>nothing,(kegg:R01082),50.0,53.19837372206214,49.87804011007519,49.88294815523241,49.87924589244312,50.16533257475663,51.55606070671015,49.93308187513964,50.587280035112485,49.85403029150039,49.8536015927557,49.853723829947825,free,0.0,1.0,-300.0,300.0,,
Experiment,Fragment_Num,Time,template,Initial,SLSQP,COBYLA,LN_COBYLA,LN_BOBYQA,LN_NEWUOA,LN_PRAXIS,LN_SBPLX,LN_NELDERMEAD,GN_CRS2_LM,deep,Use,Ratio,Stdev
ex1,OACo_2,0,0.12028913160975212,0.10136504703080432,0.1212443389611997,0.121238890145965,0.12114398900524179,0.12379603834158483,0.10780270153412676,0.12114768513403305,0.1200091799313962,0.12126066477384147,0.12128965617421207,0.12128944521387719,1,0.12298604990064155,0.01
ex1,OACo_3,0,0.03496607435474233,0.027551182784278073,0.03533146334978422,0.03532634472327936,0.03530135390386107,0.035864098307093764,0.03034372572100481,0.035263733849991395,0.03446700019339605,0.03535349707714315,0.03536225806294307,0.03536210857718976,1,0.02956810098564102,0.01
ex1,OACo_4,0,0.005002356275576979,0.003657187221252741,0.005068670331463879,0.005067370872227682,0.005064212071040498,0.005111526063786925,0.004187967802329112,0.005052628176612835,0.004865137997383016,0.005074598277437848,0.005075905239267903,0.005075869690564649,0,0.0,0.01
ex1,OACt_0,0,0.6214705977373587,0.6488163723429188,0.6204137437079422,0.6204562945494674,0.6204241975252213,0.6229016667152641,0.6348643901094945,0.6208908395563564,0.6265453626470332,0.6202055640707572,0.620201846633667,0.6202029066079,1,0.612974757601495,0.01
ex1,OACt_1,0,0.2179458117914913,0.20485261088703266,0.21844077785771546,0.21842086612186237,0.21843588610517356,0.2172742303235427,0.21160037651364452,0.21821744082134342,0.21555730512831486,0.21853817588827804,0.2185399148109401,0.21853941898299087,1,0.2235737744133983,0.01
ex1,OACt_2,0,0.13488917712038537,0.12466708789199815,0.1352863189327762,0.1352703260797468,0.13528238981123986,0.13435167717770652,0.12987000845202923,0.13510701656222343,0.13298447788386206,0.1353645677263498,0.13536596506381537,0.13536556663273075,1,0.1289350821282741,0.01
ex1,OACt_3,0,0.0203018540158681,0.017128096507892716,0.020431484572017444,0.02042625512578394,0.020430199730641665,0.020127170079332936,0.018704536149548364,0.020372899519383012,0.01968677353978792,0.020457082050054143,0.020457539328957185,0.020457408941719112,1,0.015572244528406625,0.01
ex1,OACt_4,0,0.005392559334896699,0.004535832370157797,0.005427674929549048,0.005426258123139538,0.005427326827723397,0.005345255704151565,0.0049606887752823734,0.0054118035406938644,0.0052260808010017685,0.005434610264560807,0.00543473416261939,0.005434698834657274,1,0.01894414132842605,0.01
ex1,Txc_0,0,0.5453878580191297,0.5679995748485317,0.5442130993627915,0.5440807528094409,0.5439557060569227,0.54652134902689,0.5562295624100454,0.5428359728540224,0.5458074983944096,0.5448202054782171,0.5448170714409438,0.5448173965869019,1,0.5354933581277486,0.01
ex1,Txc_1,0,0.31817114808714597,0.30850780431520297,0.3186987816106584,0.31877721850841645,0.3188427828275473,0.3177088847245012,0.31364926953773764,0.319519737769282,0.31854469131107477,0.318337624213271,0.3183389260299043,0.3183388700184736,1,0.3191786558414388,0.01
ex1,Txc_2,0,0.11023201004400557,0.10069096913164462,0.11069841015483237,0.11073429865356146,0.11077568060700509,0.10974032025766103,0.10559079347605643,0.11106799229234934,0.10957768769498578,0.11053504456687901,0.11053638159840727,0.11053617346438992,1,0.10071210105867497,0.01
ex1,Txc_3,0,0.02430804392439691,0.021242119724959915,0.02446691889734148,0.024481299086041103,0.024496481778383657,0.024146459301587615,0.022797765127395894,0.024615468890627715,0.02414452100547693,0.02440115632612783,0.024401599833053303,0.024401539233575867,1,0.0360279046029811,0.01
ex1,Txc_4,0,0.0019009399253220839,0.001559531979660802,0.0019227899743771966,0.0019264309425401321,0.0019293487301410334,0.0018829866893575347,0.0017326094487635768,0.001960828193718762,0.0019256015940525267,0.001905969415505302,0.0019060210976904188,0.0019060206966564147,0,0.008587980369156678,0.01
ex1,Txt_0,0,0.5453878580191297,0.5679995748485317,0.5442130993627914,0.544080752809441,0.5439557060569227,0.5465213490268902,0.5562295624100454,0.5428359728540224,0.5458074983944096,0.5448202054782171,0.5448170714409438,0.5448173965869019,1,0.5516007828556806,0.01
ex1,Txt_1,0,0.31817114808714597,0.30850780431520297,0.31869878161065834,0.3187772185084165,0.3188427828275473,0.3177088847245012,0.31364926953773764,0.319519737769282,0.31854469131107477,0.318337624213271,0.3183389260299043,0.3183388700184736,1,0.30700769253172033,0.01
ex1,Txt_2,0,0.11023201004400557,0.10069096913164462,0.11069841015483234,0.11073429865356146,0.11077568060700509,0.10974032025766106,0.10559079347605643,0.11106799229234936,0.10957768769498578,0.11053504456687901,0.11053638159840729,0.11053617346438992,1,0.12051580689924207,0.01
ex1,Txt_3,0,0.02430804392439691,0.021242119724959915,0.02446691889734147,0.024481299086041103,0.024496481778383657,0.024146459301587618,0.022797765127395894,0.024615468890627715,0.02414452100547693,0.02440115632612783,0.024401599833053303,0.024401539233575867,1,0.020875717713357066,0.01
ex1,Txt_4,0,0.0019009399253220839,0.001559531979660802,0.0019227899743771962,0.0019264309425401321,0.0019293487301410334,0.0018829866893575347,0.0017326094487635768,0.0019608281937187623,0.0019256015940525267,0.001905969415505302,0.001906021097690419,0.0019060206966564147,0,0.0,0.01
ex2,AKGe_0,0,0.17968750000000003,0.18465299145801586,0.17949689119007148,0.17950456367650575,0.1794987761395846,0.17994574672661873,0.18211127821385026,0.17958292643604495,0.18060404724911436,0.1794593557456075,0.17945868551213806,0.17945887661954982,1,0.18793058612364505,0.01
ex2,AKGe_1,0,0.07031250000000001,0.06534700854198408,0.07050310880992867,0.07049543632349425,0.0705012238604154,0.07005425327338101,0.0678887217861496,0.07041707356395506,0.06939595275088561,0.07054064425439253,0.0705413144878618,0.0705411233804499,1,0.08125746191316915,0.01
ex2,AKGe_2,0,0.25000000000000006,0.24999999999999997,0.2500000000000001,0.25,0.25,0.24999999999999972,0.24999999999999986,0.25,0.24999999999999997,0.25000000000000006,0.24999999999999986,0.24999999999999972,1,0.23783746389440782,0.01
ex2,AKGe_3,0,0.25000000000000006,0.24999999999999997,0.2500000000000001,0.25,0.25,0.24999999999999972,0.24999999999999986,0.25,0.24999999999999997,0.25000000000000006,0.24999999999999986,0.24999999999999972,1,0.24978256410665517,0.01
ex2,AKGe_4,0,0.07031250000000001,0.06534700854198408,0.07050310880992867,0.07049543632349425,0.0705012238604154,0.07005425327338101,0.0678887217861496,0.07041707356395506,0.06939595275088561,0.07054064425439253,0.0705413144878618,0.0705411233804499,1,0.0748816976277938,0.01
ex2,AKGe_5,0,0.17968750000000003,0.18465299145801586,0.17949689119007148,0.17950456367650575,0.1794987761395846,0.17994574672661873,0.18211127821385026,0.17958292643604495,0.18060404724911436,0.1794593557456075,0.17945868551213806,0.17945887661954982,1,0.16831022633432904,0.01
ex2,Glue_0,0,0.17968750000000003,0.1846529914580159,0.17949689119007148,0.17950456367650572,0.1794987761395846,0.17994574672661873,0.18211127821385026,0.17958292643604498,0.18060404724911439,0.17945935574560748,0.17945868551213806,0.1794588766195498,1,0.17264375728583756,0.01
ex2,Glue_1,0,0.07031250000000001,0.06534700854198408,0.07050310880992867,0.07049543632349425,0.0705012238604154,0.07005425327338102,0.0678887217861496,0.07041707356395507,0.06939595275088561,0.07054064425439252,0.0705413144878618,0.07054112338044989,1,0.07986403549350783,0.01
ex2,Glue_2,0,0.25000000000000006,0.25,0.2500000000000001,0.25,0.25,0.24999999999999972,0.24999999999999983,0.25000000000000006,0.25,0.25000000000000006,0.24999999999999986,0.24999999999999972,1,0.25529546771256917,0.01
ex2,Glue_3,0,0.25000000000000006,0.25,0.2500000000000001,0.25,0.25,0.24999999999999972,0.24999999999999983,0.25000000000000006,0.25,0.25000000000000006,0.24999999999999986,0.24999999999999972,1,0.2573495377060366,0.01
ex2,Glue_4,0,0.07031250000000001,0.06534700854198408,0.07050310880992867,0.07049543632349425,0.0705012238604154,0.07005425327338102,0.0678887217861496,0.07041707356395507,0.06939595275088561,0.07054064425439252,0.0705413144878618,0.07054112338044989,1,0.06915937008865171,0.01
ex2,Glue_5,0,0.17968750000000003,0.1846529914580159,0.17949689119007148,0.17950456367650572,0.1794987761395846,0.17994574672661873,0.18211127821385026,0.17958292643604498,0.18060404724911439,0.17945935574560748,0.17945868551213806,0.1794588766195498,1,0.16568783171339718,0.01
ex2,OACc_0,0,0.21972656250000006,0.2233697562978993,0.21958348974447478,0.21958925326741344,0.2195849057413516,0.2199200338502551,0.22152536273397386,0.21964809735174956,0.22041127211131215,0.21955528794431559,0.21955478429087122,0.21955492790068212,1,0.23660172528259973,0.01
ex2,OACc_1,0,0.05859375000000002,0.05176116925190905,0.058860769441920605,0.058850014790068336,0.058858127226838884,0.05823251266436234,0.05522816770780518,0.05874020332996547,0.057314489196541175,0.05891339127259364,0.05891433100606255,0.05891406305419165,1,0.046000041162148224,0.01
